6116 , 227 , 6540
6116 , 441 , 15749
6116 , 540 , 19685
6145 , 148 , 1427
6250 , 93 , 3841
6250 , 139 , 5709
6308 , 27 , 973
6311 , 244 , 7632
6325 , 413 , 12758
6326 , 119 , 3921
6332 , 16 , 866
6332 , 541 , 21010
6100 , 145 , 1073
6102 , 8 , 147
6102 , 94 , 1560
6102 , 94 , 1561
6102 , 232 , 3810
6111 , 929 , 13560
6323 , 635 , 19954
6325 , 166 , 5281
6325 , 166 , 5286
6326 , 202 , 6391
6326 , 550 , 17132
6326 , 1027 , 31982
6331 , 48 , 1884
6336 , 422 , 17427
6347 , 417 , 12152
6081 , 406 , 1415
6100 , 814 , 10100
6100 , 814 , 10101
6101 , 320 , 5479
6101 , 320 , 5482
6101 , 334 , 5723
6146 , 54 , 532
6146 , 54 , 534
6146 , 54 , 537
6146 , 54 , 540
6146 , 54 , 541
6250 , 200 , 8156
6250 , 200 , 8160
6313 , 91 , 3052
6323 , 423 , 13330
6326 , 591 , 18556
6332 , 546 , 21207
6017 , 126 , 556
6064 , 949 , 9772
6097 , 184 , 2077
6099 , 964 , 9889
6100 , 4 , 58
6100 , 743 , 8712
6111 , 749 , 10627
6111 , 749 , 10632
6116 , 459 , 16055
6250 , 146 , 6025
6332 , 438 , 17000
6332 , 438 , 17005
6336 , 22 , 878
6336 , 250 , 10266
6376 , 43 , 1150
6097 , 632 , 7766
6097 , 632 , 7768
6101 , 89 , 1702
6110 , 95 , 1203
6111 , 780 , 11133
6111 , 780 , 11138
6116 , 389 , 13802
6308 , 237 , 7677
6310 , 9 , 244
6326 , 191 , 6063
6326 , 589 , 18465
6336 , 590 , 24102
6375 , 28 , 633
6097 , 76 , 836
6097 , 526 , 6432
6100 , 807 , 9970
6100 , 807 , 9973
6105 , 236 , 3300
6111 , 98 , 1094
6111 , 589 , 8072
6111 , 589 , 8074
6111 , 748 , 10615
6111 , 748 , 10619
6111 , 888 , 12928
6111 , 888 , 12929
6245 , 64 , 2664
6245 , 64 , 2668
6323 , 614 , 19338
6323 , 649 , 20392
6336 , 467 , 19329
6345 , 370 , 11964
6375 , 47 , 1094
6375 , 47 , 1096
6029 , 386 , 6147
6099 , 187 , 1817
6102 , 144 , 2401
6105 , 202 , 2846
6111 , 498 , 6595
6140 , 88 , 820
6323 , 591 , 18593
6323 , 683 , 21454
6326 , 379 , 11832
6336 , 426 , 17606
6336 , 426 , 17609
6336 , 559 , 22856
6336 , 661 , 26865
6347 , 391 , 11448
6347 , 391 , 11450
6347 , 391 , 11451
6349 , 434 , 23359
6350 , 237 , 7436
6376 , 58 , 1529
6111 , 770 , 10985
6145 , 151 , 1472
6145 , 151 , 1473
6245 , 130 , 5251
6332 , 203 , 7888
6332 , 203 , 7892
6332 , 552 , 21443
6332 , 552 , 21448
6332 , 569 , 22063
6097 , 99 , 1084
6097 , 245 , 2882
6099 , 762 , 8438
6111 , 236 , 2922
6111 , 240 , 2991
6116 , 17 , 264
6116 , 24 , 351
6116 , 24 , 355
6248 , 5 , 172
6248 , 47 , 1817
6308 , 67 , 2320
6326 , 1034 , 32186
6330 , 28 , 1054
6330 , 28 , 1056
6330 , 28 , 1058
6336 , 154 , 6286
6336 , 154 , 6287
6336 , 154 , 6289
6336 , 280 , 11538
6336 , 280 , 11540
6336 , 280 , 11541
6347 , 84 , 2584
6347 , 331 , 9800
6375 , 152 , 3731
6017 , 146 , 652
6079 , 156 , 1691
6100 , 424 , 4126
6101 , 314 , 5391
6102 , 150 , 2495
6102 , 150 , 2496
6105 , 273 , 3848
6105 , 273 , 3849
6111 , 525 , 7005
6111 , 543 , 7307
6250 , 107 , 4417
6311 , 233 , 7292
6323 , 377 , 11787
6323 , 377 , 11790
6323 , 693 , 21722
6110 , 147 , 1869
6112 , 158 , 2343
6250 , 110 , 4559
6250 , 137 , 5640
6250 , 137 , 5648
6250 , 137 , 5649
6254 , 69 , 2641
6303 , 41 , 1446
6303 , 41 , 1448
6308 , 480 , 15457
6312 , 68 , 2235
6325 , 188 , 6007
6326 , 249 , 7792
6326 , 617 , 19420
6332 , 372 , 14382
6332 , 484 , 18786
6347 , 126 , 3855
6031 , 24 , 2052
6097 , 206 , 2366
6097 , 369 , 4458
6097 , 369 , 4459
6101 , 83 , 1592
6101 , 83 , 1602
6111 , 979 , 14351
6111 , 979 , 14352
6112 , 8 , 93
6251 , 3 , 156
6251 , 19 , 805
6252 , 74 , 2731
6252 , 74 , 2734
6252 , 74 , 2741
6252 , 83 , 3101
6252 , 83 , 3102
6323 , 326 , 10201
6323 , 326 , 10203
6323 , 581 , 18294
6326 , 891 , 27792
6332 , 134 , 5324
6332 , 508 , 19733
6336 , 255 , 10467
6336 , 255 , 10484
6336 , 287 , 11846
6336 , 638 , 25997
6336 , 638 , 25998
6336 , 638 , 26003
6345 , 90 , 2618
6347 , 508 , 16311
6347 , 508 , 16337
6013 , 119 , 476
6099 , 201 , 1959
6101 , 9 , 158
6101 , 307 , 5269
6111 , 734 , 10395
6112 , 11 , 135
6112 , 11 , 139
6141 , 97 , 877
6141 , 97 , 878
6323 , 388 , 12142
6323 , 612 , 19276
6323 , 704 , 22056
6323 , 704 , 22060
6331 , 126 , 4929
6332 , 536 , 20818
6336 , 911 , 37694
6346 , 56 , 1957
6347 , 212 , 6397
6097 , 278 , 3339
6097 , 721 , 8797
6098 , 139 , 1537
6100 , 751 , 8849
6100 , 768 , 9187
6100 , 768 , 9196
6102 , 156 , 2613
6112 , 175 , 2589
6145 , 34 , 333
6248 , 24 , 900
6248 , 24 , 906
6250 , 284 , 11397
6254 , 85 , 3257
6308 , 181 , 5828
6323 , 186 , 5813
6326 , 485 , 15077
6331 , 150 , 5894
6331 , 178 , 6981
6336 , 243 , 9979
6039 , 81 , 1274
6068 , 134 , 1404
6097 , 489 , 5956
6099 , 520 , 6781
6100 , 702 , 7981
6100 , 721 , 8324
6105 , 334 , 4633
6105 , 334 , 4634
6254 , 49 , 1844
6284 , 62 , 2272
6303 , 113 , 3836
6308 , 392 , 12747
6326 , 100 , 3333
6331 , 206 , 8132
6345 , 250 , 8567
6349 , 398 , 21860
